,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
165,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F10,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,11.49384226,
166,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F11,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,12.10767313,
167,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,F12,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,11.86797009,
168,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G1,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.10403048,1.5
169,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G2,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.006787346,
170,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G3,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,4.923023878,
171,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G4,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.298227488,
172,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G5,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.671529199,
173,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,G6,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.534452965,
174,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G7,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.532259271,21.22
175,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G8,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.048185502,
176,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G9,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,4.848358657,
177,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G10,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.330111464,
178,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G11,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,6.925436428,
179,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,G12,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,6.469122806,
180,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H1,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,6.274116483,1.82
181,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H2,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,6.078687707,
182,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H3,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,6.44686665,
183,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H4,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.909452137,
184,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H5,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,6.116538566,
185,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_3,24,H6,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,5.789023114,
186,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H7,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.680486819,20.46
187,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H8,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.45378043,
188,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H9,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.590633452,
189,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H10,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.681231884,
190,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H11,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.360064312,
191,Strain B,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_4,24,H12,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,5.823262681,
192,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A1,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.83008518,
193,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A2,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.05083205,
194,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A3,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.9522414,
195,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A4,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.89260608,
196,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A5,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.92482839,
197,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A6,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,0.63290388,
198,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A7,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,11.5615572,
199,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A8,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,15.2310531,
200,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A9,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,13.0235844,
201,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A10,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,12.7109799,
202,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A11,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,10.9603947,
203,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,A12,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,11.9414919,
204,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B1,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.21804916,
205,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B2,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.29163145,
206,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B3,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.30798307,
207,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B4,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.10406875,
208,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B5,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.43206301,
209,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B6,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,2.18053662,
210,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B7,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.77511263,
211,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B8,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,2.02327251,
212,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B9,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,2.28537936,
213,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B10,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,1.29466356,
214,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B11,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,0.68580618,
215,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,B12,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,0.8223903,
216,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C1,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.4616928,
217,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C2,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.56028345,
218,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C3,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.50641929,
219,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C4,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.59587227,
220,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C5,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.78343497,
221,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C6,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.55499322,
222,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C7,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.47900628,
223,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C8,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.41071422,
224,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C9,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.43379886,
225,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C10,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.42706584,
226,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C11,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.29865753,
227,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,C12,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,0.25056453,
228,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D1,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.60020064,
229,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D2,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.79690101,
230,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D3,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.54922206,
231,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D4,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.41600445,
232,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D5,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.53287044,
233,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D6,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,0.2645115,
234,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D7,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.6155904,
235,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D8,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.57807786,
236,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D9,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.68388246,
237,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D10,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,1.45288953,
238,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D11,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,0.76419777,
239,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,D12,8,6.5,25,5,1,3.0,0.5,1,0.3,40,,300,1,1.3321761,
240,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E1,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.67618758,
241,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E2,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.78535869,
242,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E3,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.79882473,
243,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E4,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.74351778,
244,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E5,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.87577353,
245,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E6,9,5.0,5,5,1,3.0,2.0,1,0.3,5,,150,1,0.67618758,
246,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E7,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.64174849,
247,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E8,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,4.12301289,
248,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E9,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.26133286,
249,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E10,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,1.85061864,
250,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E11,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.60808339,
251,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,E12,10,6.5,25,5,1,0.5,2.0,1,0.3,5,,300,1,2.70811683,
252,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F1,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,1.44856116,
253,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F2,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,1.47789789,
254,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F3,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.06078505,
255,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F4,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.62491594,
256,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F5,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,2.17572732,
257,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F6,11,6.5,5,5,1,3.0,2.0,1,0.3,5,,300,1,1.30764867,
258,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F7,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.10229156,
259,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F8,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,0.96522651,
260,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F9,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,0.93059955,
261,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F10,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,1.09603947,
262,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F11,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,0.72235686,
263,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,F12,12,5.0,25,5,1,0.5,2.0,1,0.3,5,,150,1,0.72476151,
264,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G1,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.51699975,
265,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G2,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.68580618,
266,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G3,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.68003502,
267,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G4,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.75409824,
268,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G5,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.56364996,
269,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G6,13,6.5,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.52709928,
270,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G7,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.47467791,
271,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G8,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.49631976,
272,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G9,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.65021736,
273,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G10,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.48525837,
274,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G11,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.44101281,
275,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,G12,14,5.0,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.48285372,
276,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H1,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.44822676,
277,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H2,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.47323512,
278,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H3,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.50449557,
279,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H4,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.65935503,
280,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H5,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.54200811,
281,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H6,15,5.0,5,5,1,0.5,2.0,1,0.3,40,,150,1,0.49439604,
282,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H7,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.79930566,
283,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H8,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.31933752,
284,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H9,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.34530774,
285,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H10,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.37079703,
286,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H11,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.36406401,
287,Strain C,SC_drop_out,Round_0_Fractional_Factorial_Design,plate 5,24,H12,16,6.5,25,5,1,3.0,2.0,1,0.3,40,,300,1,0.78824427,
288,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A1,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.74914241,1.18
289,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A2,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.79964006,
290,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A3,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.72124847,
291,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A4,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.77030333,
292,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A5,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.78761681,
293,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A6,1,5.0,5,5,1,0.5,0.5,1,0.3,5,,150,1,1.73711916,
294,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A7,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.60841779,12.58
295,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A8,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.42229788,
296,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A9,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.13806825,
297,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A10,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.48770436,
298,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A11,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.36266256,
299,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,A12,2,6.5,25,5,1,3.0,0.5,1,0.3,5,,300,1,3.62909778,
300,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B1,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.8464368,3.44
301,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B2,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.77574009,
302,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B3,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.81084798,
303,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B4,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.7935345,
304,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B5,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.7791066,
305,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B6,3,6.5,5,5,1,0.5,0.5,1,0.3,5,,300,1,0.7887252,
306,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B7,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,3.7223982,9.41
307,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B8,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,3.76279632,
308,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B9,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,3.82724094,
309,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B10,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,3.86811999,
310,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B11,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,3.78924747,
311,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,B12,4,5.0,25,5,1,3.0,0.5,1,0.3,5,,150,1,4.3427979,
312,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C1,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.52709928,4.07
313,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C2,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.50305278,
314,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C3,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.49824348,
315,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C4,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.52084719,
316,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C5,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.52998486,
317,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C6,5,6.5,5,5,1,0.5,0.5,1,0.3,40,,300,1,0.47708256,
318,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C7,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.36247469,21.11
319,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C8,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.39998723,
320,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C9,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.33890912,
321,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C10,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.36007004,
322,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C11,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.32063378,
323,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,C12,6,5.0,25,5,1,3.0,0.5,1,0.3,40,,150,1,1.40527746,
324,Strain A,SC_drop_out,Round_0_Fractional_Factorial_Design,plate_7,16,D1,7,5.0,5,5,1,0.5,0.5,1,0.3,40,,150,1,1.55244204,2.82
