,Ferm Number,Ferm Age,Side Product 1,Upstream Intermediate,Amino Acid 1,Amino Acid 2,Cell Mass,Side Product 2,Downstream Intermediate 1,Side Product 3,Downstream Intermediate 2,Target Product,Side Product 4,Fermenter,Strain,Run Description
42,AF06941,93,782.019380083595,52.94494591253251,168.78284556582935,597.5467369965963,868.8919285050656,0.0,912.9112077922707,846.492573395789,521.231907795678,947.9037712730251,540.3929642139647,V05,Strain A,Process A
43,AF06942,0,,,,,,,,,,,,V06,Strain A,Process A
44,AF06942,18,,,,,,,,,,,,V06,Strain A,Process A
45,AF06942,24,49.38246648561258,,0.0,301.5917308807305,145.12037873560587,0.0,43.5977140014929,20.023641032448047,0.0,6.671205419231331,100.02772345158718,V06,Strain A,Process A
46,AF06942,40,,4.90326607245873,,,434.0838970386284,,428.8713805984443,,24.513886909859583,50.30129692670061,156.4011363472694,V06,Strain A,Process A
47,AF06942,45,266.9691227542111,57.07572339167401,0.0,786.1320043346017,573.0366246330054,0.0,622.411914883277,139.35346989777125,85.57466555220793,106.37853642200331,228.3118766096907,V06,Strain A,Process A
48,AF06942,51,280.26259682630894,83.07812419679705,0.0,579.9748704433797,676.085392418686,27.597969779831764,765.9525049568276,166.89402529251433,199.99955930893765,206.83750482181782,254.57041961835736,V06,Strain A,Process A
49,AF06942,64,474.1607094401233,144.19131353149416,0.0,90.48999661779268,916.9298110392123,0.0,857.1991559290948,343.6583682100932,366.5467595251701,453.9473044823654,164.99790721110892,V06,Strain A,Process A
50,AF06942,69,,172.45139616091421,,,920.945384015586,,921.7779566873752,,453.5529835519406,607.3742404977535,235.53751940576143,V06,Strain A,Process A
51,AF06942,75,634.3458338178924,181.28521001609113,0.0,119.30996547436574,930.331762212137,0.0,924.6096060485879,513.4014716206858,493.8535054770554,725.953272524907,319.89203478874185,V06,Strain A,Process A
52,AF06942,88,,15.33377793728788,,,956.8437994447289,,878.8469513387248,,478.4588152167686,858.3566816953527,619.3356671893911,V06,Strain A,Process A
53,AF06942,93,790.8289494986809,78.54921343571782,252.24366094867875,799.397697089702,888.9192530022175,0.0,877.6762064961127,903.872666375605,475.1540435608426,909.8590009677963,670.3039148464059,V06,Strain A,Process A
54,AF06943,0,,,,,,,,,,,,V07,Strain A,Process A
55,AF06943,18,,,,,,,,,,,,V07,Strain A,Process A
56,AF06943,24,44.48474835990997,,0.0,288.11617415316806,150.14637162021194,0.0,49.32268157275091,18.969492363895345,0.0,6.858040066701653,116.95791857632744,V07,Strain A,Process A
57,AF06943,40,,4.18222651643664,,,418.851787838067,,448.05522388818366,,39.2421142006819,64.5302356916727,164.01770076043087,V07,Strain A,Process A
58,AF06943,45,288.54698399016746,31.584493893513695,0.0,600.6523669533783,554.0807755208914,0.0,603.2452669161621,159.01004909133846,109.14384009377906,130.10617465217751,223.95305344227762,V07,Strain A,Process A
59,AF06943,51,160.67921503706592,81.90041105716163,0.0,227.78152356099628,681.1058120801455,0.0,715.7906370910424,190.67540704657148,231.03097911271263,245.39559680767206,223.20517929243223,V07,Strain A,Process A
60,AF06943,64,509.63867853323393,143.19567339622174,0.0,34.3648649380001,831.7366374844286,0.0,787.8395967740236,350.0217763185601,385.45910460389945,510.4386504135061,252.2575889238875,V07,Strain A,Process A
61,AF06943,69,,161.11084166836883,,,834.49091218504,,843.4377652676055,,465.2273304845105,642.9567370413062,358.5397352742077,V07,Strain A,Process A
62,AF06943,75,683.0575336968096,179.06607021884045,0.0,97.2153675083171,833.055526800986,0.0,855.2991905552925,564.2955800736823,511.77200407198535,758.2141499648271,397.38215896379234,V07,Strain A,Process A
63,AF06943,88,,50.79960062493847,,,852.2753909348435,,849.7568913633734,,505.1181859980698,900.5526957108194,469.64879990886874,V07,Strain A,Process A
64,AF06943,93,751.9964404858816,44.31819997627967,200.0283988244527,636.1707775026772,832.3001451473699,0.0,865.2195403827875,857.4980102788488,498.8515003327218,942.0934715343566,527.9675157264684,V07,Strain A,Process A
65,AF06944,0,,,,,,,,,,,,V08,Strain A,Process A
66,AF06944,18,,,,,,,,,,,,V08,Strain A,Process A
67,AF06944,24,42.67873389838625,,0.0,287.20322498553776,146.55352713877647,0.0,44.92732031786676,18.345945473377718,0.0,4.976974306097361,55.71338786950599,V08,Strain A,Process A
68,AF06944,40,,8.516908891006006,,,423.06801607677784,,459.3221150073264,,35.77519173733638,60.87864212379858,179.39370661936687,V08,Strain A,Process A
69,AF06944,45,276.8139612307117,19.084613034065388,0.0,673.6261217500672,543.6128587301704,0.0,618.093793728282,152.61430434923992,103.51907090572297,123.56527979709536,240.15189850213926,V08,Strain A,Process A
70,AF06944,51,290.8184374166273,81.68682496685503,0.0,334.9639533537289,674.9960981028288,23.22208230532061,739.8800939283651,184.6144472146836,224.9022767569251,235.7603721725587,245.77800027147333,V08,Strain A,Process A
71,AF06944,64,517.3046884798069,145.0299177506114,0.0,38.92611378668471,858.8631714427919,0.0,807.5956215526447,343.01238184947846,381.77404594057424,499.00123468850876,224.78800419517972,V08,Strain A,Process A
72,AF06944,69,,167.41503802586845,,,855.3291262282162,,864.1878210253298,,462.8001216307332,635.0978613166887,331.4984150233873,V08,Strain A,Process A
73,AF06944,75,404.59701785229726,182.7299620001386,0.0,96.83800785074135,863.0095981863149,0.0,873.2399248364802,541.9529706150304,506.9687946658754,750.8440020123317,388.7975040164525,V08,Strain A,Process A
74,AF06944,88,,215.66795488413237,,,846.2854419655691,,856.6548564016996,,498.9069980271731,895.1427788584402,489.41088101829564,V08,Strain A,Process A
75,AF06944,93,763.713649516695,54.45099494895607,159.60402640801135,685.7318904564481,839.8074914502783,0.0,868.6679030273067,881.8102970801608,494.2962824770951,941.6582559462349,562.2385377799678,V08,Strain A,Process A
76,AF06945,0,,,,,,,,,,,,V09,Strain A,Process A
77,AF06945,18,,,,,,,,,,,,V09,Strain A,Process A
78,AF06945,24,40.661833617227956,,0.0,320.57550693114615,143.51863632619796,0.0,41.57890998019252,18.870676387913797,0.0,4.799378200607416,48.29155102498647,V09,Strain A,Process A
79,AF06945,40,,5.468856847226575,,,402.56252890368387,,417.81344922179085,,19.473227283477467,48.40146133289236,155.5091849209214,V09,Strain A,Process A
80,AF06945,45,293.82044634163583,30.61555764268246,0.0,874.3963455746401,523.9359518401732,0.0,611.7530464049316,149.0892807737763,76.02468163743171,103.88722995999916,232.5937139517659,V09,Strain A,Process A
81,AF06945,51,156.06434260722438,94.81454396628432,0.0,621.9887010367206,647.172927275367,139.4082352284337,755.0140110265783,190.30744323630745,178.77469081849551,200.95599420124677,273.5378956276643,V09,Strain A,Process A
82,AF06945,64,516.1811384516456,162.80073968827395,0.0,110.3389385673512,855.8083785510069,0.0,843.7603976223096,368.8729035962111,335.3363603912749,441.3733529771543,153.70813822095923,V09,Strain A,Process A
83,AF06945,69,,185.84877814276726,,,894.554233486322,,925.1476572395719,,422.43796171569846,596.8281347655835,219.66195894642152,V09,Strain A,Process A
