,Ferm Number,Ferm Age,Side Product 1,Upstream Intermediate,Amino Acid 1,Amino Acid 2,Cell Mass,Side Product 2,Downstream Intermediate 1,Side Product 3,Downstream Intermediate 2,Target Product,Side Product 4,Fermenter,Strain,Run Description
84,AF06945,75,644.9113883929284,199.26818414007533,0.0,115.14450387145877,886.418994211091,0.0,942.9391257064868,511.46420554285936,468.4212830279589,715.1656412369022,296.66578794265547,V09,Strain A,Process A
85,AF06945,88,,234.84209554102253,,,883.3253586139948,,924.422403906103,,461.6177768898669,861.0819245234198,534.9514512257982,V09,Strain A,Process A
86,AF06945,93,737.6235055627384,67.96029641700665,205.1311090120967,713.5629309125127,842.1657756667116,0.0,936.3083142422275,832.3291172035049,458.0508821900583,907.0558898131081,536.629043021542,V09,Strain A,Process A
87,AF06946,0,,,,,,,,,,,,V10,Strain A,Process A
88,AF06946,18,,,,,,,,,,,,V10,Strain A,Process A
89,AF06946,24,45.84461728952463,,0.0,340.80321209187593,141.60519082119953,0.0,34.248809251802626,17.29474686962089,0.0,4.364254895369192,35.021822616173786,V10,Strain A,Process A
90,AF06946,40,,6.243841651827402,,,394.3175237326686,,424.1916245761452,,14.042608949847889,42.83478692001137,264.35622191156517,V10,Strain A,Process A
91,AF06946,45,261.94911331385975,59.773688714721104,0.0,993.1983257508731,513.2772507056264,0.0,589.9648989784093,135.81465021155282,55.24880095306787,86.43251997686657,209.0516283817963,V10,Strain A,Process A
92,AF06946,51,147.71874137769842,100.08879426996971,0.0,824.9836762553763,631.1299285287813,22.756776041127143,743.6472457047956,178.08296963949397,146.75910210665018,171.9143776524085,263.40761897363,V10,Strain A,Process A
93,AF06946,64,532.0834558982814,177.52545285007398,0.0,188.39168399252478,893.4050406422251,0.0,871.0902491610926,376.7835977676741,330.40451032612606,429.26026605467314,100.89958934200884,V10,Strain A,Process A
94,AF06946,69,,199.86182976176437,,,933.637302072861,,938.0006340077858,,390.36878497067204,559.2989597772348,126.6080976745384,V10,Strain A,Process A
95,AF06946,75,637.9789439119995,208.80380496262921,0.0,211.65971818427982,966.9500496270042,0.0,942.6072448220942,479.1109931227347,422.6387993225109,668.4162916826255,217.76673456409978,V10,Strain A,Process A
96,AF06946,88,,79.05653428874449,,,930.063388602999,,900.619515116697,,417.4951413810377,814.1982075246185,529.0146957861838,V10,Strain A,Process A
97,AF06946,93,713.8087941205309,107.70981119748743,604.1147471753634,1000.0,911.2250290599201,0.0,889.5543312067089,860.6628530122485,408.4727263646366,851.1591220530441,565.5989587993372,V10,Strain A,Process A
98,AF06947,0,,,,,,,,,,,,V11,Strain A,Process A
99,AF06947,18,,,,,,,,,,,,V11,Strain A,Process A
100,AF06947,24,41.93876085127342,,0.0,309.5051563644941,149.79917808579174,0.0,43.431017312230985,17.751185969760503,0.0,3.710887029315315,83.88373171974,V11,Strain A,Process A
101,AF06947,40,,4.923581118033681,,,408.37275023980243,,427.3809416069407,,28.38679748336024,54.70670196340825,149.1658523193731,V11,Strain A,Process A
102,AF06947,45,274.46649473369774,16.643605648100937,0.0,684.2481380463951,546.7475804231484,0.0,612.9218572386543,144.79251726246355,93.51155565413978,115.83673841321529,222.59019178151547,V11,Strain A,Process A
103,AF06947,51,398.74789929379784,17.783844222545458,0.0,397.4036815805536,686.2560279103426,0.0,745.4507833789789,256.91409575503053,210.3528760233214,223.94651361359772,235.30606873862223,V11,Strain A,Process A
104,AF06947,64,462.8409870867851,143.00769608133254,0.0,60.385924902864886,838.3377501420548,0.0,825.4716905109714,319.9154428482252,361.5467374906169,471.5319787830804,226.80121036958346,V11,Strain A,Process A
105,AF06947,69,,170.17593111562744,,,822.8981914105702,,902.3688757469956,,454.71599664487206,624.3596853323089,344.92978573246086,V11,Strain A,Process A
106,AF06947,75,691.1836467575586,187.3457645311291,0.0,82.04602192767025,842.2766953062181,0.0,910.5788302643133,552.5444175594424,502.47151299524495,738.1240473947056,394.866521968173,V11,Strain A,Process A
107,AF06947,88,,223.61207817625782,,,895.7045159772674,,906.444675506162,,501.36487897888946,869.5100860733302,428.5184233072524,V11,Strain A,Process A
108,AF06947,93,774.408780894918,54.496495627694046,149.62725034896835,586.1356381110714,846.8201701323313,0.0,925.6054098691731,848.3045656703935,496.68259520028676,927.6071838940484,484.2675086122955,V11,Strain A,Process A
109,AF06948,0,,,,,,,,,,,,V12,Strain A,Process A
110,AF06948,18,,,,,,,,,,,,V12,Strain A,Process A
111,AF06948,24,40.614332003931196,,0.0,233.005121840644,134.00576294989196,0.0,44.02698091170419,17.022660698302833,0.0,5.806966558198862,93.65871435984883,V12,Strain A,Process A
112,AF06948,40,,,,,380.46859301273577,,405.8856973471969,,32.214548974732246,55.76612432367867,152.01829520849546,V12,Strain A,Process A
113,AF06948,45,255.28910505925302,5.3042793458642485,0.0,547.6827003038991,477.86020279609795,0.0,574.503514503269,122.57816685511045,96.32992483279446,113.27139314133997,220.8369322464507,V12,Strain A,Process A
114,AF06948,51,397.8888273213801,3.5944001082269486,0.0,271.07994171446336,630.4322020128342,0.0,706.32025426762,239.56925002572112,218.11384225316527,220.69133521384353,236.343123104433,V12,Strain A,Process A
115,AF06948,64,489.9808570653277,131.51017596204295,0.0,39.76126385957137,814.90720214904,0.0,780.4542862905921,309.26605010632284,371.1616469506382,468.73695166840776,238.37157892301897,V12,Strain A,Process A
116,AF06948,69,,155.71601222304741,,,759.4339220524331,,830.5707297424658,,458.6128220533559,611.08393810324,356.47451271189215,V12,Strain A,Process A
117,AF06948,75,645.1850217652545,168.779013418764,0.0,69.08550989704518,828.3001797596817,0.0,835.5245075498873,526.8497476665755,506.11834905376287,727.2615347139823,384.93185015195087,V12,Strain A,Process A
118,AF06948,88,,208.57087054044734,,,758.3734713296288,,825.2626687810179,,501.94274247923977,860.5961391040976,432.35682945319945,V12,Strain A,Process A
119,AF06948,93,730.8076402998109,48.659817572737005,185.80243659259705,601.1206840206554,821.0623608096333,0.0,846.5085002790057,849.3569189254599,501.0679413410817,920.9629649025161,498.91515410476876,V12,Strain A,Process A
120,AF06949,0,,,,,,,,,,,,V13,Strain A,Process A
121,AF06949,18,,,,,,,,,,,,V13,Strain A,Process A
122,AF06949,24,48.93621834118889,,0.0,202.8726549280819,148.24956245871763,0.0,57.93008359505474,17.6580792807258,0.0,5.565423764337395,106.27600983065211,V13,Strain A,Process A
123,AF06949,40,,,,,433.93301299852556,,487.3003182312448,,75.19676709036665,80.58797154881559,173.78693532343954,V13,Strain A,Process A
124,AF06949,45,298.30281181092846,21.091665311252523,0.0,205.63649579531622,564.4488934796494,0.0,647.2362207135576,151.5860463107931,179.6149388394254,159.03488212741502,231.77824206606053,V13,Strain A,Process A
125,AF06949,51,115.27244762771268,8.206283114220152,0.0,33.85337670313944,672.2817878028137,0.0,717.7464035802968,107.9911625995327,281.8161760061344,272.61946346166974,195.47872054874279,V13,Strain A,Process A
126,AF06949,64,559.0699771744162,5.543527631540659,0.0,35.61985179068758,792.8310210920378,0.0,795.1564730967586,351.9700025214685,448.5657415581955,527.9436285623757,393.44317674442357,V13,Strain A,Process A
127,AF06949,69,,100.46392417065873,,,799.1659394342233,,853.453278250446,,536.984116025143,660.1281445169568,492.9679238093907,V13,Strain A,Process A
128,AF06949,75,797.1016525175411,127.59977453031327,39.087887424840076,89.0349427156847,822.9347586768739,0.0,868.447227654046,644.7046230298029,596.1930755682343,765.2926780620523,509.6139099101301,V13,Strain A,Process A
129,AF06949,88,,177.81959529137796,,,814.3692370901687,,890.8486294633609,,632.1098378403788,888.1289825228108,504.7237234969782,V13,Strain A,Process A
130,AF06949,93,786.1853911703072,235.53554275444802,339.0034992442763,332.3748727509169,850.9254146346623,0.0,923.8518712837741,878.1277803454465,641.7179018992316,929.2398924905897,517.7471553128687,V13,Strain A,Process A
131,AF06950,0,,,,,,,,,,,,V14,Strain A,Process A
132,AF06950,18,,,,,,,,,,,,V14,Strain A,Process A
133,AF06950,24,43.7514075016589,,0.0,200.10526057240125,141.391110468718,0.0,52.35098492502059,16.764326925178487,0.0,6.274487842629183,37.15382631205206,V14,Strain A,Process A
134,AF06950,40,,,,,409.01500091177803,,466.16302678341964,,64.05205149034373,72.14024186674988,171.45583473470901,V14,Strain A,Process A
135,AF06950,45,276.5551496660533,9.069390690617363,0.0,321.108738352215,538.6024061325326,0.0,637.1539472315593,130.56157314044367,158.32599974439918,143.368696154015,239.41743653219424,V14,Strain A,Process A
136,AF06950,51,147.56799219232778,61.5810262825697,0.0,32.5734428747442,665.5896896333243,54.72957438229693,748.5521897877637,153.2465159223004,285.29181827663353,261.39832552782616,214.0205507941032,V14,Strain A,Process A
137,AF06950,64,509.73017469210544,96.63217190390723,0.0,29.78429938559442,783.8006689790682,0.0,813.8183819362578,327.8055921159598,438.02079768020224,514.6487857608433,380.5449631001383,V14,Strain A,Process A
138,AF06950,69,,125.83724411901383,,,789.249287803615,,868.6015764403998,,520.7199129194461,648.6071540841506,520.0063634748763,V14,Strain A,Process A
139,AF06950,75,671.5831172769831,147.3187705857184,0.0,76.79643114383137,789.8050076964321,0.0,894.2126023738472,612.8579432387063,579.8878588143353,762.9472365110437,574.0668758437168,V14,Strain A,Process A
140,AF06950,88,,197.2058647047861,,,796.2486343359901,,919.3141409399061,,607.9925493831059,917.8153904251025,536.1811120019589,V14,Strain A,Process A
141,AF06950,93,800.1365316514002,236.35114359231653,101.83709570506383,399.4994071472875,795.3889350208332,0.0,936.6025191457583,904.8514012807781,597.9858949480646,954.1240239747661,526.0078884392944,V14,Strain A,Process A
142,AF06951,0,,,,,,,,,,,,V15,Strain A,Process A
143,AF06951,18,,,,,,,,,,,,V15,Strain A,Process A
144,AF06951,24,48.76284879703929,,0.0,249.04164349465103,143.89799367171568,0.0,45.74340760216744,17.20829621763738,0.0,3.0581103086875823,97.25478471770919,V15,Strain A,Process A
145,AF06951,40,,7.5654732977322166,,,407.6195478798838,,456.8797717175251,,38.02856559466118,56.4097476522328,159.69037635720306,V15,Strain A,Process A
146,AF06951,45,266.6751036956467,55.45753462889838,0.0,635.513010436313,540.9794707328869,0.0,636.1874386866493,133.47610282260536,108.21062682427738,115.24108137944512,226.69121565502107,V15,Strain A,Process A
147,AF06951,51,148.6772676795662,67.49964538992137,0.0,296.5692392317257,684.734143795567,0.0,780.4317228535508,172.33476785165024,238.86238833990205,225.09624540030754,239.76979758650594,V15,Strain A,Process A
148,AF06951,64,517.6079084605159,138.54192864115902,0.0,46.518809432094265,841.8518612289872,0.0,875.1561309259552,307.3480495401918,407.54222187619814,486.02531023766693,228.53359439001642,V15,Strain A,Process A
149,AF06951,69,,155.449156131104,,,854.5914994085463,,922.6796883319881,,489.8307599423576,622.6717556094843,309.7942083649579,V15,Strain A,Process A
150,AF06951,75,679.7077481569652,172.55593057299316,0.0,88.40199059583408,851.7053133423733,0.0,932.634094072424,543.7817549100668,541.6388713020511,743.474641659323,334.0064621131014,V15,Strain A,Process A
151,AF06951,88,,40.997681339768654,,,900.8114343694486,,911.1031574306791,,534.893624522401,881.5118094004488,414.9395709935532,V15,Strain A,Process A
152,AF06951,93,735.0579646693711,52.29116535672978,308.84436388593633,646.0346667033018,873.6960532670657,0.0,914.1796572762684,827.9491185788513,526.0752200884615,928.5393301772489,505.4773893691562,V15,Strain A,Process A
153,AF06952,0,,,,,,,,,,,,V16,Strain A,Process A
154,AF06952,18,,,,,,,,,,,,V16,Strain A,Process A
155,AF06952,24,46.25703408787736,,0.0,219.5338917454575,147.8546744407628,0.0,54.24059343327118,16.95328886379859,0.0,4.857961187870028,115.46402956353461,V16,Strain A,Process A
156,AF06952,40,,14.327231228404457,,,421.85113693431714,,466.23763489557047,,59.20249019829628,69.89386695685201,161.38053797986296,V16,Strain A,Process A
157,AF06952,45,286.3953819807864,46.74644608537418,0.0,336.5030747636722,559.1256160911355,0.0,636.8396211970846,140.3163723265371,149.33592263815297,141.61700059349337,213.2008584144298,V16,Strain A,Process A
158,AF06952,51,300.26730560059104,64.61816612958528,0.0,37.69264739528108,687.562674724071,18.632594085612002,740.4065906559848,165.42918538443865,267.54924355379154,256.63880238751426,193.17778318008766,V16,Strain A,Process A
159,AF06952,64,527.7257874370358,109.30370325385147,0.0,26.725345317302136,822.6808068642624,0.0,824.8605808944469,321.9980478609898,421.29201805658175,508.76512038695927,358.49960348306405,V16,Strain A,Process A
160,AF06952,69,,128.84007336152686,,,812.1396273471875,,876.7638749950876,,501.8082141876081,641.1692131343182,478.6539024729825,V16,Strain A,Process A
161,AF06952,75,680.1025783104508,151.9802050023474,0.0,68.81016658099638,829.4926379933577,4.071149849911752,895.3497872032335,577.9515440929138,555.3217999585751,750.6026696412765,514.4358788251227,V16,Strain A,Process A
162,AF06952,88,,205.24925070316354,,,848.0436192043206,,915.1131265026538,,567.5959274269959,898.1028600768883,450.5049535156453,V16,Strain A,Process A
163,AF06952,93,806.8638081100371,248.72784366472868,154.84188797653007,470.7370672497837,825.0435137649638,0.0,934.9389491661881,886.3387051806315,557.2227061662962,934.2629939723676,482.34890784352837,V16,Strain A,Process A
164,AF06953,0,,,,,,,,,,,,V17,Strain A,Process A
165,AF06953,18,,,,,,,,,,,,V17,Strain A,Process A
166,AF06953,24,45.04696460780357,,0.0,252.32864707008486,143.08047971382027,0.0,45.468896116076245,17.31359444658565,0.0,4.210659918316126,106.82507558263111,V17,Strain A,Process A
167,AF06953,40,,5.609276346615079,,,401.7372496095699,,451.15245234186784,,37.68142736897153,54.813292408673306,159.15044555235446,V17,Strain A,Process A
168,AF06953,45,274.9031451875871,15.099402582179918,0.0,703.2416081322372,537.2834527191015,0.0,637.2378286683842,134.8604156638099,103.35609747498711,110.8289936353937,226.6859607690465,V17,Strain A,Process A
169,AF06953,51,334.6329550351961,77.0787823868419,0.0,390.30494164458304,666.3284381482798,78.71221890685385,786.5934503797167,177.6335618647352,227.00875065552796,213.63808460203475,253.76186113745587,V17,Strain A,Process A
170,AF06953,64,481.2143849063832,24.77071336395234,0.0,62.512766539139555,851.3691572895613,0.0,890.6061345026318,332.63619261460286,396.0709453851566,465.45178504668365,219.39465372090882,V17,Strain A,Process A
171,AF06953,69,,159.17118662724275,,,864.2807353321517,,947.1239490180383,,482.36745114572335,606.4916238200162,324.2337839412605,V17,Strain A,Process A
172,AF06953,75,676.2347135856689,166.8053008150151,0.0,85.78503815435556,861.8903065336829,0.0,971.0843355569891,520.3215432026701,534.7530734529173,728.0437398873341,375.30192680607246,V17,Strain A,Process A
173,AF06953,88,,206.2602654756079,,,884.6631244597837,,966.4674224260976,,530.0837753709517,874.425687655341,465.4930754656619,V17,Strain A,Process A
174,AF06953,93,724.2557172272731,58.68464332411558,141.28533996342534,648.8658603013371,855.3235498002261,0.0,972.8910221943636,838.9074844967005,519.9993536531085,921.1365785780728,558.5221462455717,V17,Strain A,Process A
175,AF06954,0,,,,,,,,,,,,V18,Strain A,Process A
176,AF06954,18,,,,,,,,,,,,V18,Strain A,Process A
177,AF06954,24,44.18271868437075,,0.0,264.9900862132796,136.74004904051787,0.0,40.82604123133388,,0.0,3.9280328145450194,105.33235626206518,V18,Strain A,Process A
178,AF06954,40,,13.41910281564854,,,391.87495212764765,,431.8233104355773,,28.42343360034315,48.58771077908361,142.57816315548047,V18,Strain A,Process A
179,AF06954,45,250.56949945615366,27.13684518911858,0.0,736.1657044890462,503.01559765366994,0.0,614.7274528966557,127.569906780298,89.08289251985681,99.80116382238734,203.8451711569609,V18,Strain A,Process A
180,AF06954,51,157.36326882426582,82.09319148180434,0.0,486.62226084770003,641.024370592739,0.0,774.6110999464801,165.51442487863102,208.06395308696744,196.5073053716098,237.017049137112,V18,Strain A,Process A
181,AF06954,64,518.6738244596311,145.4190586738984,0.0,45.053493531134485,840.2401453460703,0.0,918.8264235700143,325.25621158158975,412.15114528262256,479.54559551630615,160.72334989378933,V18,Strain A,Process A
182,AF06954,69,,164.01009243479285,,,860.1532171662965,,961.2484126560055,,480.51325819061066,599.6132202942811,235.1821381013713,V18,Strain A,Process A
183,AF06954,75,644.7388283475052,176.90954422893245,0.0,116.55603274395384,873.6926240843363,0.0,978.3466629110528,471.09139070447054,530.3794203149766,719.80479539904,314.3021934784421,V18,Strain A,Process A
184,AF06954,88,,63.19667056866617,,,879.4152570428845,,959.6405818044229,,525.3229898244434,879.7087266885042,556.7221295730928,V18,Strain A,Process A
185,AF06954,93,712.6220233819716,76.25878143184308,378.42742535039037,803.7969455224351,882.715220475618,0.0,949.6834114230747,860.9144667787201,508.781063211257,910.8665933376872,656.5153384622299,V18,Strain A,Process A
186,AF06955,0,,,,,,,,,,,,V19,Strain A,Process A
187,AF06955,18,,,,,,,,,,,,V19,Strain A,Process A
188,AF06955,24,46.497200958628916,,0.0,253.67783080553926,148.71433529779569,0.0,48.381161414489476,16.87987201815031,0.0,3.6631222411170152,93.60178351877465,V19,Strain A,Process A
189,AF06955,40,,3.7264468735527703,,,422.00644365868794,,470.5738068001985,,45.842400062284334,61.250185494539515,155.4379646307766,V19,Strain A,Process A
190,AF06955,45,290.82874427365164,5.196665320390148,0.0,604.3979816661407,526.9486651345378,0.0,646.5224350610025,139.48465022754522,118.97233782201663,121.96070187656427,231.24482312987817,V19,Strain A,Process A
191,AF06955,51,422.7447479494599,80.87779853189787,0.0,300.2366950404542,662.0423443175077,0.0,800.1368683213932,251.85565685852748,254.37081802543963,234.44952427950773,240.43032453285417,V19,Strain A,Process A
192,AF06955,64,506.36340108039576,143.06712812133603,0.0,33.23879269888072,806.9084571658223,0.0,910.0980926829129,326.6776161301483,432.42266973583514,511.5533563136041,254.09817820435657,V19,Strain A,Process A
193,AF06955,69,,163.78368086995422,,,827.8543219079589,,965.6420345426385,,510.6409557707761,638.9166043001803,368.8443571733776,V19,Strain A,Process A
194,AF06955,75,693.9834292190276,177.20240740295574,0.0,82.90373590878282,842.4952015478115,0.0,978.1855698885727,552.8477933952453,554.0307514223304,749.2300620601648,400.3868713395289,V19,Strain A,Process A
195,AF06955,88,,226.28520790740876,,,851.603239071403,,988.0986547852401,,549.8654863980704,899.6772120095668,432.39193767809985,V19,Strain A,Process A
196,AF06955,93,752.049171917007,43.990969966224995,138.02598673398495,619.2438914046794,848.1779021541998,0.0,1000.0,838.6817784188953,535.1465518127827,929.715870067246,482.29186352485,V19,Strain A,Process A
197,AF06956,0,,,,,,,,,,,,V20,Strain A,Process A
198,AF06956,18,,,,,,,,,,,,V20,Strain A,Process A
199,AF06956,24,43.38562011022864,,0.0,239.03050011171933,136.33961664300958,0.0,46.95623201511205,16.21447941271641,0.0,4.768078253982884,104.98812631453984,V20,Strain A,Process A
200,AF06956,40,,5.266669356408128,,,421.8877682974942,,452.97339609605433,,41.433453446130656,58.03333198302126,155.70117156897192,V20,Strain A,Process A
201,AF06956,45,272.09028533119897,8.601188237807445,0.0,601.0977275932036,526.9896871335462,0.0,628.0423974420502,128.2395299087207,112.57490499435181,116.95227203579282,222.37385545833823,V20,Strain A,Process A
202,AF06956,51,408.8435797629879,77.31453775738635,0.0,310.5185399022259,671.2845686456684,0.0,773.8997318050366,238.82069907046838,242.26713517023163,225.47050376022287,230.4593747995047,V20,Strain A,Process A
203,AF06956,64,515.4214067947727,133.3117404262659,0.0,45.86545523339045,827.9153421314838,0.0,879.3306147284446,308.12634636020965,414.59739199029303,487.6127838750032,232.83710158995217,V20,Strain A,Process A
204,AF06956,69,,157.1700283514682,,,843.0642535903062,,925.6933452861695,,493.6269902710103,621.0823204036147,334.1693723073619,V20,Strain A,Process A
205,AF06956,75,656.4638473308205,172.60965979878205,0.0,79.47806599592269,854.8821787296448,0.0,939.9660085540222,519.7862242529017,543.9538802113556,739.4067200306433,371.2413271467671,V20,Strain A,Process A
206,AF06956,88,,51.13562149733222,,,912.8888877493889,,927.6013194403721,,536.293964442107,882.6377051574066,415.7247792751487,V20,Strain A,Process A
207,AF06956,93,763.1117131045303,11.388647913358085,189.98994519955812,597.528568114248,867.6195735186333,0.0,940.0443607090225,768.8585850670428,527.7367429111171,924.6086589044231,513.6685083499876,V20,Strain A,Process A
208,AF06957,0,,,,,,,,,,,,V21,Strain A,Process A
209,AF06957,18,,,,,,,,,,,,V21,Strain A,Process A
210,AF06957,24,48.213886665617736,,0.0,216.57575386142275,142.94071648126115,0.0,50.29856262227803,16.919672838133984,0.0,3.8260242664454416,47.4973125448182,V21,Strain A,Process A
211,AF06957,40,,0.0,,,414.72426967221185,,461.91298026182767,,52.30442644792721,65.62731125156009,165.2426522160212,V21,Strain A,Process A
212,AF06957,45,273.84454888118154,16.27876283701371,0.0,492.87307004689956,536.1276578970393,0.0,629.0763111557476,131.47138079984393,129.4853756670961,127.72839694110627,235.11663097214085,V21,Strain A,Process A
213,AF06957,51,260.8247651883624,67.81740741631073,0.0,171.22741297179695,680.4691057877234,0.0,764.2284476094968,123.21549599630255,263.5685399464413,240.45416790664055,239.94739003692823,V21,Strain A,Process A
214,AF06957,64,514.8675842505752,116.40882870615796,0.0,40.62453555608645,847.3414379556688,0.0,853.3462135019361,318.1061159736893,428.02589500682336,495.849588470352,298.76027463326005,V21,Strain A,Process A
215,AF06957,69,,146.02465349546193,,,828.0739177964008,,903.9809217461573,,509.3967086253524,628.3297811605788,419.06578253064663,V21,Strain A,Process A
216,AF06957,75,709.6943743258928,169.21549660335793,0.0,80.13773618580625,823.1754744851179,0.0,927.6177337209451,584.7353071153921,569.449826588067,747.8649441043617,483.26637427270674,V21,Strain A,Process A
217,AF06957,88,,228.66740976632002,,,822.5277114820256,,939.7587844605363,,585.0203232028252,896.3520561384272,450.7919209183306,V21,Strain A,Process A
218,AF06957,93,764.9565721035337,243.4367848198864,84.53212604952142,429.93371242364395,838.9777574234595,0.0,955.2502080609243,861.3683844103948,574.3536898328165,930.9060369144016,421.81593845323914,V21,Strain A,Process A
219,AF06958,0,,,,,,,,,,,,V22,Strain A,Process A
220,AF06958,18,,,,,,,,,,,,V22,Strain A,Process A
221,AF06958,24,46.077499811877054,,0.0,228.61827344709138,138.26858000107043,0.0,42.74961515082728,17.523873188794017,0.0,4.868327037342292,43.28638124721489,V22,Strain A,Process A
222,AF06958,40,,5.575715964426248,,,404.00009358143524,,438.1042150607967,,38.974605912017495,64.62332995101458,173.33476198727217,V22,Strain A,Process A
223,AF06958,45,266.22773593467457,49.156843370028625,0.0,558.5239623769133,514.6904265230298,0.0,581.3995455327062,137.78034011571035,109.81504783701482,124.58273945112283,238.488613613559,V22,Strain A,Process A
224,AF06958,51,291.859498384423,45.99863704146058,0.0,215.71325233520693,629.8254930571869,0.0,710.2573260814612,161.44765340843364,237.18360217936421,238.26970871866394,251.84307269418963,V22,Strain A,Process A
225,AF06958,64,522.0897380644543,24.587880296758144,0.0,35.96891259625716,780.2511123211177,0.0,787.0280196976327,338.5560461668615,397.23025667316443,499.1190031023396,273.31345438484004,V22,Strain A,Process A
226,AF06958,69,,147.5426423598386,,,782.6204532482213,,840.5016670288801,,478.49736099502167,629.4712357224931,387.83249483567795,V22,Strain A,Process A
227,AF06958,75,695.8189390778099,173.27325744232485,0.0,70.32184732869555,825.7500856494472,0.0,868.4969416004941,564.9089419374579,541.615162122897,755.1205929239151,436.9182668827397,V22,Strain A,Process A
228,AF06958,88,,224.8949536467107,,,842.2889057606105,,880.8659202466804,,549.55262512321,909.4755440402898,439.7883031650213,V22,Strain A,Process A
229,AF06958,93,769.7603199686233,243.84755613792674,127.3430915184691,491.85882415632307,827.3739799383195,0.0,895.8241896657722,849.645528444883,539.3660805965193,947.2549081788285,445.9608737950097,V22,Strain A,Process A
230,AF06983,0,,,,,,,,,,,,B13,Strain A,Process A
231,AF06983,24,18.49436999336439,,0.0,279.4501971308867,134.3973243401147,0.0,17.18673612072778,15.820763573150039,0.0,2.7315656173057663,91.56887152196599,B13,Strain A,Process A
232,AF06983,40,,,,,425.14228704695137,,424.52571221427036,,49.07406988478868,63.864507566200786,371.9585274273187,B13,Strain A,Process A
233,AF06983,45,284.23484128124267,0.0,0.0,595.2760430113052,549.388660045246,0.0,583.1750276805024,150.17950403301685,143.96661030717638,127.7485416555276,435.3799164717543,B13,Strain A,Process A
234,AF06983,51,313.1937461092755,48.395365378650695,0.0,227.01714292035376,682.0175901049811,0.0,711.3652528276513,192.9599960765311,287.3826917116294,236.7594644121389,354.6324394935233,B13,Strain A,Process A
235,AF06983,64,564.1578476911044,99.19778695195171,0.0,20.913058597232634,816.3081995604878,0.0,818.101430583896,369.7123127090007,471.6857461413825,504.9843902239823,351.6039841113896,B13,Strain A,Process A
236,AF06983,69,,124.15318480618468,,,834.2800975682608,,847.5126972022703,,532.1424783583965,605.5801928893558,455.489675502062,B13,Strain A,Process A
237,AF06983,75,679.2900582154999,167.57999321566604,0.0,56.15308678011305,855.4666781186414,0.0,882.1488128098831,574.1846941000304,595.592648685492,725.5581947898779,531.9077636575751,B13,Strain A,Process A
238,AF06983,88,,226.15478824822907,,,831.7410601686967,,880.4203915450587,,622.6249616231532,871.194701934163,576.6518083747346,B13,Strain A,Process A
239,AF06983,93,779.5106181149853,261.4316144245305,115.9819180076234,327.18704724617135,824.2525903950194,0.0,899.664660215094,846.9870584165071,623.2931667912843,912.8454890596042,607.7564997571142,B13,Strain A,Process A
240,AF07081,0,,,,,,,,,,,,B03,Strain A,Process A
241,AF07081,24,0.0,,0.0,265.5261723196275,125.33813504377977,0.0,12.367101665764336,11.387171216238043,0.0,2.439755846536745,124.2331292627753,B03,Strain A,Process A
242,AF07081,40,,,,,423.8466648954564,,439.7637930476596,,41.358347937345485,56.443748173475065,396.8728191022961,B03,Strain A,Process A
243,AF07081,45,112.92610530780334,18.294890414356548,0.0,578.7282353293115,542.4070683468167,0.0,602.238441724407,102.87895831900681,134.18175274587256,118.1479416770989,508.0408484458587,B03,Strain A,Process A
244,AF07081,51,365.90161056042393,38.97331818643384,0.0,294.15909981781755,708.2035024454559,0.0,727.1777343011478,172.96175524057634,280.1801838856906,228.45286066981683,404.97970278469677,B03,Strain A,Process A
245,AF07081,64,553.2550969916291,96.75935825017979,0.0,27.54453413112272,859.1183731444357,0.0,831.806623410161,307.4946465439623,458.1465121505871,500.88625746781776,466.64897579915515,B03,Strain A,Process A
246,AF07081,69,,106.90112683766395,,,885.1655478023265,,846.1915459760404,,508.0838899506279,593.5403527191487,574.3353813131192,B03,Strain A,Process A
247,AF07081,75,618.3956305310995,120.14111208438516,0.0,69.10826411762302,885.4838849243192,0.0,847.3758288808771,448.4100622051068,546.9257832181905,695.3903109748898,650.7175494424104,B03,Strain A,Process A
248,AF07081,88,,162.205430550524,,,880.2571053787855,,850.8080747846525,,590.4536620692796,861.2579307181721,697.6068009746855,B03,Strain A,Process A
249,AF07081,93,829.4416967093307,181.61157780937054,0.0,320.17231237179567,880.2571053787855,0.0,861.7007599787112,703.739343064176,590.7929354284767,906.5182417105972,685.9084820580997,B03,Strain A,Process A
250,AF07126,24,36.543914735841184,,12.802555604663027,247.3264712646488,134.61584340108269,10.068508833763314,34.360878868188244,18.943324532182306,0.0,3.046701855819185,162.00906860637716,A01,Strain A,Process A
251,AF07126,40,,2.4726912751769055,,,433.6423977743002,,433.3895353010552,,61.28014290142181,66.78920922128613,460.6986466922806,A01,Strain A,Process A
252,AF07126,45,134.57724784114671,13.691294811081042,10.987106764801451,510.6198752823685,547.1102725815689,0.0,589.9215821382874,98.92647707142899,155.42191615411846,131.53607638086325,347.78978361130254,A01,Strain A,Process A
253,AF07126,51,190.40661919127658,20.48983893931217,6.171930452316424,229.38166386877776,695.9019984443689,0.0,709.8655653064593,179.89254173083617,300.82015544642735,239.76711366751707,335.08971932187524,A01,Strain A,Process A
