,Strain,Media,Type of DOE,Plate,Incubation Time (h),Well position,Condition,pH,Glucose (g/L),Ammonium Sulfate (g/L),Phosphate + Citrate (x),YNB (x),Amino Acid 1 (mM),Amino acid 2 (g/L),Amino acid 2 (g/L).1,Ethanol (g/L),Replicate,Agit_rpm,Amino_acid_Mix (x) ,Calculated OD600 to Nanodrop,Residual glucose (g/l)
132,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D1,10,5.5,35,12.0,1.0,2.0,3.5,0.5,0.5,5.0,1,300,1,18.53491142,0.0
133,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D2,10,5.5,35,12.0,1.0,2.0,3.5,0.5,0.5,5.0,2,300,1,18.58536982,
134,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D3,10,5.5,35,12.0,1.0,2.0,3.5,0.5,0.5,5.0,3,300,1,22.81347243,
135,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D4,10,5.5,35,12.0,1.0,2.0,3.5,0.5,0.5,5.0,4,300,1,21.15214742,
136,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D5,11,5.5,25,7.5,0.6,1.25,1.8,0.25,0.25,2.5,1,300,1,19.37769933,0.0
137,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D6,11,5.5,25,7.5,0.6,1.25,1.8,0.25,0.25,2.5,2,300,1,22.07529982,
138,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D7,11,5.5,25,7.5,0.6,1.25,1.8,0.25,0.25,2.5,3,300,1,18.73248447,
139,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D8,11,5.5,25,7.5,0.6,1.25,1.8,0.25,0.25,2.5,4,300,1,17.36885228,
140,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D9,12,5.5,15,3.0,0.2,0.5,0.1,0.0,0.0,0.0,1,300,1,11.76065371,0.0
141,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D10,12,5.5,15,3.0,0.2,0.5,0.1,0.0,0.0,0.0,2,300,1,10.57743559,
142,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D11,12,5.5,15,3.0,0.2,0.5,0.1,0.0,0.0,0.0,3,300,1,10.84968113,
143,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,D12,12,5.5,15,3.0,0.2,0.5,0.1,0.0,0.0,0.0,4,300,1,10.6132552,
144,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E1,13,6.5,35,12.0,0.2,2.0,0.1,0.5,0.0,0.0,1,300,1,23.13480565,0.0
145,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E2,13,6.5,35,12.0,0.2,2.0,0.1,0.5,0.0,0.0,2,300,1,22.6095117,
146,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E3,13,6.5,35,12.0,0.2,2.0,0.1,0.5,0.0,0.0,3,300,1,24.24149525,
147,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E4,13,6.5,35,12.0,0.2,2.0,0.1,0.5,0.0,0.0,4,300,1,24.10922297,
148,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E5,14,6.5,15,12.0,1.0,1.25,0.1,0.0,0.5,0.0,1,300,1,10.38373418,0.0
149,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E6,14,6.5,15,12.0,1.0,1.25,0.1,0.0,0.5,0.0,2,300,1,8.765568241,
150,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E7,14,6.5,15,12.0,1.0,1.25,0.1,0.0,0.5,0.0,3,300,1,9.133636394,
151,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E8,14,6.5,15,12.0,1.0,1.25,0.1,0.0,0.5,0.0,4,300,1,10.1271804,
152,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E9,15,6.5,15,7.5,0.2,2.0,3.5,0.0,0.0,5.0,1,300,1,12.41746726,0.0
153,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E10,15,6.5,15,7.5,0.2,2.0,3.5,0.0,0.0,5.0,2,300,1,10.84014969,
154,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E11,15,6.5,15,7.5,0.2,2.0,3.5,0.0,0.0,5.0,3,300,1,11.43921106,
155,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,E12,15,6.5,15,7.5,0.2,2.0,3.5,0.0,0.0,5.0,4,300,1,10.21673533,
156,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F1,16,6.5,35,3.0,1.0,0.5,3.5,0.25,0.0,0.0,1,300,1,1.153812165,29.89
157,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F2,16,6.5,35,3.0,1.0,0.5,3.5,0.25,0.0,0.0,2,300,1,2.118029952,
158,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F3,16,6.5,35,3.0,1.0,0.5,3.5,0.25,0.0,0.0,3,300,1,0.593438538,
159,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F4,16,6.5,35,3.0,1.0,0.5,3.5,0.25,0.0,0.0,4,300,1,1.135172641,
160,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F5,17,6.5,35,3.0,1.0,2.0,0.1,0.0,0.25,5.0,1,300,1,9.9930393,16.66
161,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F6,17,6.5,35,3.0,1.0,2.0,0.1,0.0,0.25,5.0,2,300,1,9.863541975,
162,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F7,17,6.5,35,3.0,1.0,2.0,0.1,0.0,0.25,5.0,3,300,1,13.79664616,
163,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F8,17,6.5,35,3.0,1.0,2.0,0.1,0.0,0.25,5.0,4,300,1,12.93301034,
164,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F9,18,6.5,15,12.0,1.0,0.5,1.8,0.5,0.0,5.0,1,300,1,4.078019435,6.2
165,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F10,18,6.5,15,12.0,1.0,0.5,1.8,0.5,0.0,5.0,2,300,1,5.297892963,
166,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F11,18,6.5,15,12.0,1.0,0.5,1.8,0.5,0.0,5.0,3,300,1,5.285523395,
167,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,F12,18,6.5,15,12.0,1.0,0.5,1.8,0.5,0.0,5.0,4,300,1,5.108241421,
168,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G1,19,6.5,35,12.0,0.2,0.5,3.5,0.0,0.5,2.5,1,300,1,15.92804383,1.88
169,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G2,19,6.5,35,12.0,0.2,0.5,3.5,0.0,0.5,2.5,2,300,1,17.23371117,
170,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G3,19,6.5,35,12.0,0.2,0.5,3.5,0.0,0.5,2.5,3,300,1,15.58081577,
171,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G4,19,6.5,35,12.0,0.2,0.5,3.5,0.0,0.5,2.5,4,300,1,18.20105978,
172,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G5,20,6.5,25,3.0,0.2,0.5,0.1,0.5,0.5,5.0,1,300,1,16.91104465,0.0
173,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G6,20,6.5,25,3.0,0.2,0.5,0.1,0.5,0.5,5.0,2,300,1,20.02220601,
174,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G7,20,6.5,25,3.0,0.2,0.5,0.1,0.5,0.5,5.0,3,300,1,18.32124947,
175,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G8,20,6.5,25,3.0,0.2,0.5,0.1,0.5,0.5,5.0,4,300,1,16.97166944,
176,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G9,21,6.5,15,3.0,0.6,2.0,3.5,0.5,0.5,0.0,1,300,1,12.72654018,0.0
177,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G10,21,6.5,15,3.0,0.6,2.0,3.5,0.5,0.5,0.0,2,300,1,13.67987199,
178,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G11,21,6.5,15,3.0,0.6,2.0,3.5,0.5,0.5,0.0,3,300,1,13.88273289,
179,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,G12,21,6.5,15,3.0,0.6,2.0,3.5,0.5,0.5,0.0,4,300,1,11.65560573,
180,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H1,22,5.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,1,300,1,8.878321929,0.0
181,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H2,22,5.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,2,300,1,9.530006993,
182,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H3,22,5.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,3,300,1,9.107298853,
183,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H4,22,5.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,4,300,1,10.03275303,
184,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H5,23,4.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,1,300,1,10.90829062,0.0
185,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H6,23,4.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,2,300,1,10.90044523,
186,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H7,23,4.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,3,300,1,11.45610286,
187,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H8,23,4.5,15,3.0,1.0,0.5,0.0,0.0,0.0,0.0,4,300,1,10.42182136,
188,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H9,24,6.5,15,12.0,1.0,2.0,0.0,0.5,0.5,2.5,1,300,1,9.465078127,0.0
189,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H10,24,6.5,15,12.0,1.0,2.0,0.0,0.5,0.5,2.5,2,300,1,9.3074838,
190,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H11,24,6.5,15,12.0,1.0,2.0,0.0,0.5,0.5,2.5,3,300,1,9.985271221,
191,Strain B,SC_drop_out,Round_0_Definitive_screening_design,Plate 19,18,H12,24,6.5,15,12.0,1.0,2.0,0.0,0.5,0.5,2.5,4,300,1,10.34669998,
192,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A11,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,7.8432,5.550721103
193,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F10,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,7.248,
194,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B10,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,7.9584,
195,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G12,1,4.0,35,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,7.1232,
196,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B5,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,8.0016,2.795591575
197,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H10,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,7.5312,
198,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F9,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,7.8096,
199,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C6,2,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,7.9872,
200,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A1,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,6.2448,3.788275614
201,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C2,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,6.2784,
202,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A9,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,6.6576,
203,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G4,3,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,6.7104,
204,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C3,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,6.5472,1.881475053
205,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E1,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,6.3408,
206,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H4,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,6.4176,
207,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C4,4,4.0,15,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,6.6096,
208,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E2,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,6.4512,1.244971591
209,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G3,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,6.3456,
210,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F7,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,6.3744,
211,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F11,5,5.0,15,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,6.5232,
212,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A6,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,6.2208,4.542338969
213,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D9,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,6.7488,
214,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H2,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,6.0912,
215,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E9,6,4.0,15,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,6.4656,
216,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A12,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,7.5696,3.931809704
217,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B2,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.2864,
218,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H5,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,8.0064,
219,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D2,7,5.25,25,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,7.5408,
220,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F6,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,1,300,1,8.136,1.801792371
221,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H7,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,2,300,1,7.8864,
222,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E4,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,3,300,1,8.2128,
223,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A10,8,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,1.0,4,300,1,7.9968,
224,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G9,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,6.504,2.051823204
225,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F1,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,6.2256,
226,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E6,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,6.2448,
227,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B7,9,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,6.2736,
228,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D5,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,7.9536,2.934604505
229,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A3,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,7.7376,
230,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H6,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,8.1312,
231,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C5,10,5.0,35,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,8.2848,
232,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H1,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,7.5552,4.832252904
233,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D12,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,7.3488,
234,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D4,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,8.0448,
235,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D3,11,5.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,8.1216,
236,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G10,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,8.8128,3.340052501
237,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B4,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,8.4432,
238,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B12,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,8.1456,
239,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F2,12,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,8.328,
240,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A4,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,1,300,1,8.8704,3.951382551
241,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D1,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,2,300,1,8.424,
242,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B3,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,3,300,1,8.0544,
243,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G5,13,4.0,35,3.0,1.0,1.25,3.5,0.0,0.5,1.0,4,300,1,8.4336,
244,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A2,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,5.76,5.163528812
245,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D10,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,6.5184,
246,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G1,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,6.048,
247,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G8,14,5.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,6.2112,
248,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E5,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,1,300,1,8.6208,9.897106469
249,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E11,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,2,300,1,7.1712,
250,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A8,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,3,300,1,8.4864,
251,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H12,15,5.0,35,3.0,1.0,1.25,3.5,0.0,0.1,1.0,4,300,1,,
252,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G7,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,6.2256,2.260097931
253,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D6,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,6.3984,
254,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C7,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,6.0672,
255,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B9,16,4.0,15,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,6.312,
256,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G6,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,1,300,1,8.0544,6.473240355
257,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C9,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,2,300,1,7.3248,
258,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F8,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,3,300,1,8.2368,
259,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F12,17,4.0,35,3.0,1.0,0.75,3.5,0.0,0.5,5.0,4,300,1,7.2576,
260,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E10,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,1,300,1,6.7248,3.372985405
261,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B6,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,2,300,1,6.6096,
262,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C8,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,3,300,1,6.3072,
263,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A7,18,5.0,15,3.0,1.0,1.25,3.5,0.0,0.1,5.0,4,300,1,6.288,
264,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D11,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,5.7312,9.576472144
265,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B8,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,5.5296,
266,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,A5,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,6.2832,
267,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C12,19,4.5,10,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,6.8256,
268,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D8,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,6.3696,5.49032632
269,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H8,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.3312,
270,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B11,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,7.08,
271,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F5,20,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,6.3888,
272,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F4,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,1,300,1,8.448,5.270282774
273,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,B1,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,2,300,1,7.6512,
274,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E7,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,3,300,1,7.8912,
275,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,F3,21,5.0,35,3.0,1.0,1.25,3.5,0.0,0.5,5.0,4,300,1,8.5344,
276,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C1,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,1,300,1,7.6992,5.065286464
277,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H3,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,2,300,1,7.9296,
278,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H11,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,3,300,1,7.2576,
279,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C10,22,4.5,40,3.0,1.0,1.0,3.5,0.0,0.3,3.0,4,300,1,8.184,
280,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G11,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,1,300,1,6.6336,2.770880587
281,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,C11,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,2,300,1,6.2448,
282,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E3,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,3,300,1,6.48,
283,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E8,23,4.0,15,3.0,1.0,0.75,3.5,0.0,0.1,1.0,4,300,1,6.2976,
284,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,H9,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,1,300,1,6.4992,2.304906042
285,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,G2,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,2,300,1,6.1632,
286,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,E12,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,3,300,1,6.3456,
287,Strain A,SC_drop_out,Round_1_central_composite_design,Plate 20,18,D7,24,5.0,15,3.0,1.0,0.75,3.5,0.0,0.1,5.0,4,300,1,6.24,
